0.000000	0.075700	0.075700	0.075700	0.075700	0.106400	0.075700	0.045000	0.075700	0.075700	0.075700	0.075700	0.075700	0.106400
5.859E-5	0.106400	0.075700	0.106400	0.075700	0.106400	0.106400	0.045000	0.075700	0.075700	0.075700	0.075700	0.075700	0.106400
1.171E-4	0.106400	0.075700	0.075700	0.075700	0.075700	0.106400	0.045000	0.075700	0.075700	0.075700	0.075700	0.075700	0.075700
1.757E-4	0.075700	0.075700	0.075700	0.075700	0.075700	0.106400	0.045000	0.075700	0.075700	0.106400	0.075700	0.075700	0.106400
2.343E-4	0.075700	0.075700	0.075700	0.075700	0.075700	0.075700	0.045000	0.045000	0.075700	0.075700	0.075700	0.106400	0.106400
2.929E-4	0.075700	0.106400	0.106400	0.075700	0.106400	0.075700	0.045000	0.075700	0.075700	0.075700	0.075700	0.075700	0.106400
3.515E-4	0.106400	0.075700	0.075700	0.075700	0.106400	0.075700	0.045000	0.075700	0.075700	0.075700	0.075700	0.075700	0.106400
4.101E-4	0.106400	0.075700	0.075700	0.075700	0.106400	0.106400	0.045000	0.075700	0.075700	0.075700	0.106400	0.075700	0.106400
4.687E-4	0.075700	0.075700	0.075700	0.075700	0.075700	0.075700	0.045000	0.075700	0.075700	0.075700	0.106400	0.075700	0.075700
5.273E-4	0.106400	0.075700	0.106400	0.075700	0.106400	0.106400	0.045000	0.075700	0.075700	0.075700	0.106400	0.106400	0.106400
5.859E-4	0.075700	0.075700	0.075700	0.075700	0.075700	0.075700	0.045000	0.045000	0.045000	0.075700	0.075700	0.075700	0.075700
6.445E-4	0.075700	0.075700	0.106400	0.075700	0.137100	0.106400	0.075700	0.106400	0.075700	0.075700	0.106400	0.106400	0.106400
7.031E-4	0.075700	0.075700	0.045000	0.075700	0.045000	0.045000	0.014300	0.045000	0.045000	0.075700	0.075700	0.075700	0.075700
7.617E-4	0.106400	0.075700	0.137100	0.075700	0.137100	0.106400	0.075700	0.106400	0.075700	0.106400	0.075700	0.106400	0.106400
8.203E-4	0.075700	0.075700	0.045000	0.075700	0.045000	0.045000	0.014300	0.014300	0.075700	0.075700	0.075700	0.045000	0.045000
8.789E-4	0.106400	0.075700	0.167810	0.075700	0.167810	0.137100	0.106400	0.137100	0.075700	0.106400	0.106400	0.106400	0.137100
9.375E-4	0.075700	0.075700	-0.01640	0.075700	-0.01640	0.014300	-0.01640	-0.01640	0.045000	0.045000	0.045000	0.045000	0.045000
9.960E-4	0.137100	0.075700	0.198510	0.075700	0.198510	0.137100	0.106400	0.167810	0.075700	0.137100	0.137100	0.137100	0.137100
0.001050	0.045000	0.075700	-0.04710	0.075700	-0.04710	0.014300	-0.04710	-0.01640	0.045000	0.045000	0.045000	0.014300	0.045000
0.001110	0.137100	0.075700	0.229210	0.106400	0.259910	0.167810	0.137100	0.198510	0.106400	0.137100	0.137100	0.167810	0.167810
0.001170	0.045000	0.075700	-0.07780	0.075700	-0.10850	-0.01640	-0.07780	-0.07780	0.045000	0.014300	0.014300	-0.01640	0.014300
0.001230	0.167810	0.075700	0.290610	0.106400	0.321310	0.229210	0.167810	0.259910	0.106400	0.137100	0.167810	0.198510	0.198510
0.001280	0.014300	0.075700	-0.16990	0.045000	-0.20061	-0.07780	-0.13920	-0.16990	0.045000	-0.01640	-0.01640	-0.04710	-0.01640
0.001340	0.167810	0.075700	0.382720	0.106400	0.444120	0.290610	0.229210	0.321310	0.106400	0.167810	0.229210	0.229210	0.259910
0.001400	-0.04710	0.075700	-0.26201	0.045000	-0.32341	-0.13920	-0.20061	-0.26201	0.014300	-0.04710	-0.07780	-0.10850	-0.07780
0.001460	0.259910	0.075700	0.536230	0.106400	0.597630	0.382720	0.321310	0.474820	0.137100	0.229210	0.290610	0.321310	0.321310
0.001520	-0.10850	0.075700	-0.44622	0.045000	-0.53833	-0.26201	-0.32341	-0.41552	0.014300	-0.10850	-0.20061	-0.23131	-0.20061
0.001580	0.352020	0.075700	0.781840	0.137100	0.935350	0.536230	0.505530	0.689740	0.167810	0.321310	0.444120	0.474820	0.505530
0.001640	-0.29271	0.167810	-0.75324	0.137100	-0.90675	-0.50762	-0.63043	-0.75324	-0.07780	-0.26201	-0.41552	-0.41552	-0.44622
0.001690	0.843250	-0.16990	1.303770	-0.20061	1.580090	0.966050	1.180970	1.365180	0.413420	0.720440	0.904650	0.904650	1.088860
0.001750	-1.55149	5.417810	0.628330	5.847640	0.689740	0.597630	-2.13482	-0.59973	-0.29271	-1.27517	-1.64359	0.659030	-1.73570
0.001810	18.65020	63.01430	78.18100	73.23800	92.70300	67.31260	27.27740	66.69850	19.14150	13.15460	17.14580	64.39590	32.74240
0.001870	105.9960	151.4960	189.7510	146.1240	225.3340	183.7330	120.2420	195.4920	116.3740	81.92660	94.79070	179.8650	137.0050
0.001930	173.5710	177.6240	181.3390	152.0490	225.8870	219.1630	184.5930	221.6190	203.5050	146.7070	163.4390	216.8910	207.5270
0.001990	165.3430	109.7110	70.04500	90.95290	103.5400	140.1370	147.9660	112.6280	143.8820	154.1980	162.2730	137.8340	176.5800
0.002050	89.84770	27.18530	1.211670	18.80370	7.474830	31.79060	55.15470	12.69410	33.63270	98.93540	91.78190	31.57570	74.80380
