0.000000	0.002380	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	-6.91E-4	-6.91E-4	0.002380	0.002380	0.002380	0.005460	0.002380
5.859E-5	0.002380	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	0.002380	0.002380	0.002380	0.002380
1.171E-4	0.002380	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	-6.91E-4	-6.91E-4	0.002380	0.002380	0.002380	0.005460	-6.91E-4
1.757E-4	0.005460	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	-6.91E-4	-6.91E-4	0.002380	0.002380	-6.91E-4	0.005460	0.002380
2.343E-4	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	-6.91E-4	-6.91E-4	-6.91E-4	0.002380	-6.91E-4	0.002380	0.002380	0.002380
2.929E-4	0.002380	0.002380	0.002380	-6.91E-4	-6.91E-4	-6.91E-4	-6.91E-4	-6.91E-4	0.002380	0.002380	0.002380	0.005460	-6.91E-4
3.515E-4	0.002380	0.002380	0.002380	-6.91E-4	0.002380	-0.00377	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	0.002380	0.002380
4.101E-4	0.002380	0.002380	0.002380	0.002380	-6.91E-4	-6.91E-4	-6.91E-4	0.002380	0.002380	0.005460	-6.91E-4	0.005460	-6.91E-4
4.687E-4	0.002380	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	-6.91E-4	0.005460	-6.91E-4	0.002380	0.002380	0.002380
5.273E-4	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	0.002380	0.005460	-6.91E-4	0.005460	-6.91E-4
5.859E-4	0.002380	0.002380	0.005460	-6.91E-4	0.002380	-0.00377	0.005460	-0.00377	0.005460	-0.00377	0.002380	0.005460	0.002380
6.445E-4	0.002380	0.002380	-6.91E-4	0.002380	-6.91E-4	0.002380	-0.00377	0.002380	-6.91E-4	0.005460	-0.00377	0.005460	-6.91E-4
7.031E-4	0.002380	-6.91E-4	0.008540	-6.91E-4	0.005460	-0.00377	0.005460	-0.00377	0.002380	-0.00377	0.008540	0.005460	0.002380
7.617E-4	0.002380	0.005460	-0.00685	0.002380	-0.00377	0.005460	-0.00377	0.002380	0.002380	0.008540	-0.00685	0.005460	-6.91E-4
8.203E-4	-6.91E-4	-6.91E-4	0.011620	-0.00377	0.008540	-0.00377	0.005460	-0.00377	0.005460	-0.00685	0.008540	0.002380	0.005460
8.789E-4	0.002380	0.005460	-0.01301	0.005460	-0.00685	0.005460	-0.00685	0.005460	-6.91E-4	0.014700	-0.00993	0.005460	-0.00377
9.375E-4	0.002380	-6.91E-4	0.017780	-0.00685	0.014700	-0.00685	0.011620	-0.00685	0.005460	-0.01301	0.014700	-6.91E-4	0.008540
9.960E-4	0.005460	0.005460	-0.02224	0.008540	-0.01608	0.008540	-0.01301	0.011620	-0.00377	0.017780	-0.01301	0.005460	-0.00685
