0.000000	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-0.00310	-0.00618	-2.40E-5
5.859E-5	-2.40E-5	-0.00310	-0.00310	-0.00310	0.003050	-2.40E-5	-2.40E-5	-2.40E-5	0.003050	-2.40E-5	-0.00310	-0.00618	-2.40E-5
1.171E-4	-2.40E-5	-0.00310	-2.40E-5	-0.00310	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-0.00310	-0.00618	-2.40E-5
1.757E-4	0.003050	-0.00310	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-0.00310	-0.00618	-0.00310
2.343E-4	-2.40E-5	-0.00310	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-0.00618	-2.40E-5
2.929E-4	0.003050	-0.00310	-2.40E-5	-2.40E-5	0.003050	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-2.40E-5	-0.00618	-2.40E-5
3.515E-4	-2.40E-5	-0.00310	0.003050	-0.00310	-0.00310	0.003050	-2.40E-5	0.003050	-2.40E-5	-2.40E-5	-2.40E-5	-0.00618	-2.40E-5
4.101E-4	0.003050	-2.40E-5	-0.00618	-2.40E-5	0.003050	-0.00310	0.003050	-2.40E-5	-2.40E-5	0.003050	-0.00310	-0.00618	-2.40E-5
4.687E-4	-2.40E-5	-0.00310	0.003050	-0.00310	-0.00310	0.003050	-0.00310	0.003050	-2.40E-5	-2.40E-5	-2.40E-5	-0.00618	-2.40E-5
5.273E-4	0.003050	-2.40E-5	-0.00618	-2.40E-5	0.006140	-0.00310	0.003050	-0.00310	-2.40E-5	-2.40E-5	-0.00310	-0.00618	-0.00310
5.859E-4	-0.00310	-0.00618	0.006140	-0.00310	-0.00618	0.003050	-0.00618	0.006140	-2.40E-5	-2.40E-5	-2.40E-5	-0.00618	-2.40E-5
6.445E-4	0.006140	0.003050	-0.00927	0.003050	0.009220	-0.00618	0.006140	-0.00618	0.003050	0.003050	-0.00310	-0.00618	-2.40E-5
7.031E-4	-0.00310	-0.00618	0.012300	-0.00927	-0.00927	0.009220	-0.00618	0.009220	-0.00310	-2.40E-5	-2.40E-5	-0.00310	-2.40E-5
7.617E-4	0.006140	0.006140	-0.01543	0.006140	0.015380	-0.01235	0.009220	-0.01235	0.006140	0.003050	-0.00310	-0.00618	-0.00310
8.203E-4	-0.00618	-0.00927	0.021550	-0.01235	-0.01852	0.012300	-0.01235	0.015380	-0.00310	-0.00310	-2.40E-5	-2.40E-5	-2.40E-5
8.789E-4	0.009220	0.009220	-0.02468	0.012300	0.021550	-0.01543	0.015380	-0.02160	0.009220	0.006140	-0.00618	-0.00927	-0.00310
9.375E-4	-0.00927	-0.01543	0.030800	-0.01852	-0.02776	0.021550	-0.01852	0.027710	-0.00927	-0.00618	0.003050	-2.40E-5	0.003050
9.960E-4	0.012300	0.012300	-0.04009	0.021550	0.036960	-0.02468	0.024630	-0.03393	0.012300	0.006140	-0.00618	-0.01235	-0.00310
0.001050	-0.01235	-0.02160	0.049290	-0.02776	-0.04318	0.033880	-0.03085	0.043130	-0.01235	-0.00618	0.003050	0.006140	0.003050
0.001110	0.018470	0.021550	-0.06167	0.030800	0.052380	-0.04009	0.036960	-0.05242	0.018470	0.009220	-0.00927	-0.01235	-0.00310
0.001170	-0.01543	-0.02776	0.073950	-0.04009	-0.06167	0.046210	-0.04626	0.064710	-0.01852	-0.00927	0.006140	0.012300	0.003050
0.001230	0.024630	0.030800	-0.08941	0.046210	0.077040	-0.05551	0.058540	-0.07708	0.024630	0.012300	-0.00927	-0.01852	-0.00310
0.001280	-0.02776	-0.04009	0.107860	-0.05859	-0.09250	0.067790	-0.06784	0.095530	-0.03085	-0.01235	0.009220	0.021550	0.003050
0.001340	0.033880	0.046210	-0.13257	0.064710	0.110940	-0.08017	0.083200	-0.11716	0.036960	0.018470	-0.01235	-0.02468	-0.00310
0.001400	-0.03701	-0.05859	0.160270	-0.08017	-0.13257	0.098610	-0.10174	0.138690	-0.04318	-0.01852	0.009220	0.030800	0.003050
0.001460	0.046210	0.064710	-0.19730	0.098610	0.160270	-0.11716	0.123270	-0.16956	0.052380	0.024630	-0.01543	-0.03701	-0.00310
0.001520	-0.05551	-0.08633	0.243500	-0.12024	-0.19422	0.144850	-0.14798	0.206500	-0.06475	-0.02468	0.012300	0.046210	0.003050
0.001580	0.070870	0.101700	-0.30828	0.151020	0.243500	-0.17881	0.181840	-0.24663	0.077040	0.033880	-0.01852	-0.05242	-0.00310
0.001640	-0.08941	-0.13565	0.400710	-0.22197	-0.30520	0.228080	-0.22197	0.305150	-0.09558	-0.03701	0.015380	0.070870	0.003050
0.001690	0.120190	0.184930	-0.58879	0.363720	0.388380	-0.29595	0.280490	-0.37918	0.120190	0.046210	-0.02468	-0.08017	-0.00310
